,PRECINCT_NUMBER,PARTY,VOTES,CANDIDATE
3946,23,NON,72,Mary M. Streett
3947,36,NON,57,Mary M. Streett
3948,22,NON,11,WRITE-IN
3949,23,NON,7,WRITE-IN
3950,36,NON,2,WRITE-IN
3951,23,NON,213,Charles Meisch
3952,23,NON,11,WRITE-IN
3953,36,NON,163,Juan E. Lopez
3954,36,NON,108,Brittany Kademian
3955,36,NON,7,WRITE-IN
3956,36,NON,86,RT Akinmboni
3957,36,NON,198,Ahnna Smith
3958,36,NON,2,WRITE-IN
3959,36,NON,13,Shahrzad M. Rastegar
3960,37,NON,127,Shahrzad M. Rastegar
3961,36,NON,38,Lauren McKenzie
3962,37,NON,200,Lauren McKenzie
3963,36,NON,1,WRITE-IN
3964,37,NON,5,WRITE-IN
3965,20,NON,26,Tony Norman
3966,37,NON,101,Tony Norman
3967,20,NON,0,WRITE-IN
3968,37,NON,5,WRITE-IN
3969,20,NON,52,E. Gail Anderson Holness
3970,37,NON,62,E. Gail Anderson Holness
3971,20,NON,0,WRITE-IN
3972,37,NON,1,WRITE-IN
3973,25,NON,395,Stacey Moye
3974,25,NON,24,WRITE-IN
3975,25,NON,97,Bill O' Field
3976,25,NON,223,Martis (Marty) Davis
3977,25,NON,23,WRITE-IN
3978,25,NON,153,Jose Sueiro
3979,25,NON,396,Olivier Kamanda
3980,25,NON,47,Adam Eidinger
3981,25,NON,6,WRITE-IN
3982,35,,0,NO CANDIDATE FILED
3983,35,NON,239,WRITE-IN
3984,35,,0,NO CANDIDATE FILED
3985,35,NON,90,WRITE-IN
3986,35,NON,188,Steve Lanning
3987,35,NON,109,Raymond Mosley
3988,35,NON,19,WRITE-IN
3989,24,NON,306,Wilson Reynolds
3990,24,NON,13,WRITE-IN
3991,24,NON,387,Kathie Boettrich
3992,24,NON,10,WRITE-IN
3993,40,,0,NO CANDIDATE FILED
3994,40,NON,122,WRITE-IN
3995,40,NON,195,Laura Wilson Phelan
3996,40,NON,19,WRITE-IN
3997,40,NON,461,Jack McKay
3998,40,NON,35,WRITE-IN
3999,39,NON,14,Gregg Edwards
4000,40,NON,96,Gregg Edwards
4001,39,NON,11,Phil Greiner
4002,40,NON,88,Phil Greiner
4003,39,NON,1,WRITE-IN
4004,40,NON,5,WRITE-IN
4005,39,NON,384,China Terrell
4006,39,NON,18,WRITE-IN
4007,39,NON,150,Angelia D. Scott
4008,39,NON,72,WRITE-IN
4009,2,NON,57,David M. Lehrman
4010,2,NON,3,WRITE-IN
4011,4,NON,363,Rebecca Coder
4012,4,NON,11,WRITE-IN
4013,3,NON,184,Asher Corson
4014,4,NON,65,Asher Corson
4015,3,NON,6,WRITE-IN
4016,4,NON,5,WRITE-IN
4017,3,NON,201,Armando Irizarry
4018,3,NON,8,WRITE-IN
4019,2,NON,2,Eric Malinen
4020,3,NON,133,Eric Malinen
4021,129,NON,0,Eric Malinen
4022,2,NON,0,WRITE-IN
4023,3,NON,10,WRITE-IN
4024,129,NON,0,WRITE-IN
4025,2,NON,34,Florence E. Harmon
4026,3,NON,0,Florence E. Harmon
4027,4,NON,32,Florence E. Harmon
4028,2,NON,4,WRITE-IN
4029,3,NON,0,WRITE-IN
4030,4,NON,2,WRITE-IN
4031,14,NON,173,Mike Feldstein
4032,15,NON,38,Mike Feldstein
4033,141,NON,39,Mike Feldstein
4034,14,NON,2,WRITE-IN
4035,15,NON,2,WRITE-IN
4036,141,NON,0,WRITE-IN
4037,14,NON,224,Kevin O' Connor
4038,17,NON,0,Kevin O' Connor
4039,14,NON,12,WRITE-IN
4040,17,NON,0,WRITE-IN
4041,14,NON,79,Bob Meehan
4042,15,NON,161,Bob Meehan
4043,141,NON,38,Bob Meehan
4044,14,NON,3,WRITE-IN
4045,15,NON,21,WRITE-IN
4046,141,NON,1,WRITE-IN
4047,15,NON,200,Jack Jacobson
4048,16,NON,162,Jack Jacobson
4049,15,NON,15,WRITE-IN
4050,16,NON,9,WRITE-IN
4051,15,NON,112,Victor Wexler
4052,16,NON,107,Victor Wexler
4053,17,NON,68,Victor Wexler
4054,15,NON,9,WRITE-IN
4055,16,NON,5,WRITE-IN
4056,17,NON,6,WRITE-IN
4057,4,NON,78,Mike Silverstein
4058,14,NON,196,Mike Silverstein
4059,17,NON,11,Mike Silverstein
4060,4,NON,1,WRITE-IN
4061,14,NON,3,WRITE-IN
4062,17,NON,0,WRITE-IN
4063,14,NON,2,Phil Carney
4064,15,NON,396,Phil Carney
4065,14,NON,1,WRITE-IN
4066,15,NON,15,WRITE-IN
4067,14,NON,54,Will Stephens
4068,141,NON,247,Will Stephens
4069,14,NON,3,WRITE-IN
4070,141,NON,16,WRITE-IN
4071,141,NON,201,Ramon Estrada
4072,141,NON,158,Sunit Talapatra
4073,141,NON,2,WRITE-IN
4074,18,NON,158,Alexander M. (Alex) Padro
4075,21,NON,186,Alexander M. (Alex) Padro
4076,18,NON,13,WRITE-IN
4077,21,NON,6,WRITE-IN
4078,18,NON,258,Kevin Chapple
4079,21,NON,78,Kevin Chapple
4080,18,NON,222,"Leroy Joseph Thorpe, Jr."
4081,21,NON,41,"Leroy Joseph Thorpe, Jr."
4082,18,NON,7,WRITE-IN
4083,21,NON,1,WRITE-IN
4084,18,NON,119,Doris L. Brooks
4085,129,NON,188,Doris L. Brooks
4086,18,NON,37,"Rickey Williams, Jr."
4087,129,NON,238,"Rickey Williams, Jr."
4088,18,NON,4,WRITE-IN
4089,129,NON,13,WRITE-IN
4090,18,NON,87,Theresa Sule
4091,129,NON,8,Theresa Sule
4092,18,NON,121,Rachelle P. Nigro
4093,129,NON,96,Rachelle P. Nigro
4094,18,NON,10,Cary Sheih
4095,129,NON,4,Cary Sheih
4096,18,NON,57,Derrick Barrett
4097,129,NON,6,Derrick Barrett
4098,18,NON,11,WRITE-IN
4099,129,NON,2,WRITE-IN
4100,13,NON,224,David R. Bender
4101,13,NON,13,WRITE-IN
4102,13,,0,NO CANDIDATE FILED
4103,14,,0,NO CANDIDATE FILED
4104,13,NON,65,WRITE-IN
4105,14,NON,1,WRITE-IN
4106,6,NON,263,Ed Solomon
4107,6,NON,10,WRITE-IN
4108,5,NON,16,Ron Lewis
4109,6,NON,156,Ron Lewis
4110,5,NON,0,WRITE-IN
4111,6,NON,13,WRITE-IN
4112,6,NON,133,Jeffrey Jones
4113,6,NON,4,WRITE-IN
4114,6,NON,9,Jake Gregory Sticka
4115,6,NON,1,WRITE-IN
4116,5,NON,42,Bill Starrels
4117,6,NON,112,Bill Starrels
4118,5,NON,3,WRITE-IN
4119,6,NON,12,WRITE-IN
4120,5,NON,439,Tom Birch
4121,5,NON,8,WRITE-IN
4122,5,NON,294,"Charles F. Eason, Jr."
4123,5,NON,21,WRITE-IN
4124,16,NON,509,Charles Reed
4125,16,NON,27,WRITE-IN
4126,16,NON,10,CANDIDATE WITHDRAWN
4127,17,NON,57,CANDIDATE WITHDRAWN
4128,16,NON,87,Emily Barton
4129,17,NON,123,Emily Barton
4130,16,NON,3,WRITE-IN
4131,17,NON,5,WRITE-IN
4132,17,NON,317,Samuel Goekjian
4133,129,NON,6,Samuel Goekjian
4134,17,NON,29,WRITE-IN
4135,129,NON,0,WRITE-IN
4136,17,,0,NO CANDIDATE FILED
4137,17,NON,57,WRITE-IN
4138,17,,0,NO CANDIDATE FILED
4139,17,NON,25,WRITE-IN
4140,17,NON,22,Kate McMahon
4141,18,NON,51,Kate McMahon
4142,21,NON,66,Kate McMahon
4143,129,NON,62,Kate McMahon
4144,17,NON,19,Michael Benardo
4145,18,NON,100,Michael Benardo
4146,21,NON,55,Michael Benardo
4147,129,NON,52,Michael Benardo
4148,17,NON,2,WRITE-IN
4149,18,NON,3,WRITE-IN
4150,21,NON,3,WRITE-IN
4151,129,NON,7,WRITE-IN
4152,11,NON,221,Ben Thielen
4153,28,NON,82,Ben Thielen
4154,11,NON,6,WRITE-IN
4155,28,NON,1,WRITE-IN
4156,11,NON,224,Jackie Blumenthal
4157,12,NON,25,Jackie Blumenthal
4158,11,NON,41,Alev Akbulut
4159,12,NON,1,Alev Akbulut
4160,11,NON,7,WRITE-IN
4161,12,NON,0,WRITE-IN
4162,11,NON,277,Mark Stevens
4163,11,NON,11,WRITE-IN
4164,10,NON,44,Horace (Howie) Kreitzman
4165,28,NON,426,Horace (Howie) Kreitzman
4166,10,NON,7,WRITE-IN
4167,28,NON,11,WRITE-IN
4168,11,NON,317,Brian A. Cohen
4169,11,NON,27,WRITE-IN
4170,34,NON,35,Lee Brian Reba
4171,136,NON,296,Lee Brian Reba
4172,34,NON,0,WRITE-IN
4173,136,NON,9,WRITE-IN
4174,26,NON,395,William Kummings
4175,26,NON,18,WRITE-IN
4176,26,NON,179,Matthew James Kozik
4177,26,NON,342,Anne-Marie Bairstow
4178,26,NON,5,WRITE-IN
4179,34,NON,293,Roger Burns
4180,34,NON,12,WRITE-IN
4181,27,NON,426,Leila J. Afzal
4182,29,NON,42,Leila J. Afzal
4183,34,NON,66,Leila J. Afzal
4184,27,NON,18,WRITE-IN
4185,29,NON,1,WRITE-IN
4186,34,NON,1,WRITE-IN
4187,29,NON,368,Trudy Reeves
4188,29,NON,18,WRITE-IN
4189,12,NON,1,Victor Silveira
4190,28,NON,365,Victor Silveira
4191,29,NON,14,Victor Silveira
4192,12,NON,0,WRITE-IN
4193,28,NON,15,WRITE-IN
4194,29,NON,1,WRITE-IN
4195,11,NON,31,Catherine May
4196,12,NON,223,Catherine May
4197,26,NON,74,Catherine May
4198,28,NON,53,Catherine May
4199,11,NON,2,WRITE-IN
4200,12,NON,4,WRITE-IN
4201,26,NON,3,WRITE-IN
4202,28,NON,2,WRITE-IN
4203,27,NON,328,Nancy J. MacWood
4204,29,NON,10,Nancy J. MacWood
4205,27,NON,21,WRITE-IN
4206,29,NON,0,WRITE-IN
4207,8,NON,60,Kent Slowinski
4208,9,NON,0,Kent Slowinski
4209,10,NON,269,Kent Slowinski
4210,8,NON,49,Elizabeth (Betsy) Sandza
4211,9,NON,0,Elizabeth (Betsy) Sandza
4212,10,NON,243,Elizabeth (Betsy) Sandza
4213,8,NON,0,WRITE-IN
4214,9,NON,0,WRITE-IN
4215,10,NON,1,WRITE-IN
4216,9,NON,163,Tom Smith
4217,10,NON,65,Tom Smith
4218,9,NON,40,WRITE-IN
4219,10,NON,1,WRITE-IN
4220,9,NON,382,Nan Wells
4221,9,NON,57,WRITE-IN
4222,8,NON,511,Stu Ross
4223,9,NON,4,Stu Ross
4224,8,NON,20,WRITE-IN
4225,9,NON,0,WRITE-IN
4226,8,NON,370,William Philip Thomas
4227,8,NON,29,WRITE-IN
4228,7,NON,99,Ann F. Heuer
4229,8,NON,78,Ann F. Heuer
4230,7,NON,39,John Curran
4231,8,NON,28,John Curran
4232,7,NON,14,WRITE-IN
4233,8,NON,6,WRITE-IN
4234,9,,0,NO CANDIDATE FILED
4235,9,NON,29,WRITE-IN
4236,10,NON,268,Lee P. Minichiello
4237,10,NON,26,WRITE-IN
4238,7,NON,280,Ann Haas
4239,7,NON,133,Petar A. Dimtchev
4240,7,NON,8,WRITE-IN
4241,30,NON,280,Jonathan McHugh
4242,30,NON,381,Beverly Sklover
4243,30,NON,2,WRITE-IN
4244,31,NON,518,Matthew Frumin
4245,31,NON,26,WRITE-IN
4246,30,NON,9,Jonathan Bender
4247,31,NON,468,Jonathan Bender
4248,30,NON,4,WRITE-IN
4249,31,NON,33,WRITE-IN
4250,32,NON,308,Tom Quinn
4251,32,NON,242,Sally J. Greenberg
4252,32,NON,8,WRITE-IN
4253,10,NON,73,Sam J. Serebin
4254,30,NON,51,Sam J. Serebin
4255,10,NON,6,WRITE-IN
4256,30,NON,8,WRITE-IN
4257,27,NON,52,Adam Tope
4258,29,NON,13,Adam Tope
4259,33,NON,154,Adam Tope
4260,27,NON,32,Mike Siegel
4261,29,NON,38,Mike Siegel
4262,33,NON,139,Mike Siegel
4263,27,NON,4,WRITE-IN
4264,29,NON,3,WRITE-IN
4265,33,NON,2,WRITE-IN
4266,33,NON,0,Karen Lee Perry
4267,34,NON,453,Karen Lee Perry
4268,33,NON,0,WRITE-IN
4269,34,NON,14,WRITE-IN
4270,34,NON,15,Karen Beiley
4271,138,NON,419,Karen Beiley
4272,34,NON,0,WRITE-IN
4273,138,NON,21,WRITE-IN
4274,33,NON,167,Tom Whitley
4275,138,NON,175,Tom Whitley
4276,33,NON,16,WRITE-IN
4277,138,NON,4,WRITE-IN
4278,33,NON,173,Roman Jankowski
4279,138,NON,87,Roman Jankowski
4280,33,NON,11,WRITE-IN
4281,138,NON,6,WRITE-IN
4282,30,NON,21,Cathy Wiss
4283,32,NON,13,Cathy Wiss
4284,33,NON,419,Cathy Wiss
4285,30,NON,1,WRITE-IN
4286,32,NON,1,WRITE-IN
4287,33,NON,26,WRITE-IN
4288,27,NON,37,Bob Summersgill
4289,34,NON,293,Bob Summersgill
4290,27,NON,1,WRITE-IN
4291,34,NON,10,WRITE-IN
4292,51,NON,89,Bayard Brewin
4293,51,NON,508,Carolyn (Callie) Cook
4294,51,NON,8,WRITE-IN
4295,51,NON,325,Gary Thompson
4296,52,NON,183,Gary Thompson
4297,51,NON,11,WRITE-IN
4298,52,NON,9,WRITE-IN
4299,50,NON,99,Margaret (Peggy) Sewell
4300,51,NON,32,Margaret (Peggy) Sewell
4301,52,NON,361,Margaret (Peggy) Sewell
4302,138,NON,19,Margaret (Peggy) Sewell
4303,50,NON,1,WRITE-IN
4304,51,NON,2,WRITE-IN
4305,52,NON,24,WRITE-IN
4306,138,NON,0,WRITE-IN
4307,51,NON,515,Allen E. Beach
4308,51,NON,34,WRITE-IN
4309,50,NON,506,David Engel
4310,50,NON,20,WRITE-IN
4311,32,NON,292,Jim McCarthy
4312,50,NON,88,Jim McCarthy
4313,32,NON,17,WRITE-IN
4314,50,NON,7,WRITE-IN
4315,32,NON,180,Henry Griffin
4316,50,NON,151,Henry Griffin
4317,32,NON,53,Jack J. Burriesci
4318,50,NON,33,Jack J. Burriesci
4319,32,NON,7,WRITE-IN
4320,50,NON,3,WRITE-IN
4321,61,NON,29,Karl Kennedy
4322,62,NON,615,Karl Kennedy
4323,61,NON,1,WRITE-IN
4324,62,NON,23,WRITE-IN
4325,62,NON,763,Dwayne M. Toliver
4326,62,NON,29,WRITE-IN
4327,61,NON,267,Stephen A (Steve) Whatley
4328,62,NON,92,Stephen A (Steve) Whatley
4329,61,NON,8,WRITE-IN
4330,62,NON,4,WRITE-IN
4331,60,NON,208,Marian C. Bennett
4332,61,NON,292,Marian C. Bennett
4333,60,NON,4,WRITE-IN
4334,61,NON,9,WRITE-IN
4335,60,NON,178,Habieba Israel
4336,60,NON,9,WRITE-IN
4337,53,NON,123,Kimberly L. Boyd
4338,60,NON,86,Kimberly L. Boyd
4339,53,NON,3,WRITE-IN
4340,60,NON,2,WRITE-IN
4341,53,NON,262,Dave Wilson
4342,60,NON,79,Dave Wilson
4343,61,NON,57,Dave Wilson
4344,53,NON,17,WRITE-IN
4345,60,NON,0,WRITE-IN
4346,61,NON,2,WRITE-IN
4347,47,NON,231,Gale Black
4348,48,NON,233,Gale Black
4349,53,NON,24,Gale Black
4350,47,NON,4,WRITE-IN
4351,48,NON,19,WRITE-IN
4352,53,NON,2,WRITE-IN
4353,63,NON,535,Sara Green
4354,63,NON,30,WRITE-IN
4355,63,NON,497,Faith E. Wheeler
4356,63,NON,37,WRITE-IN
4357,59,NON,201,Monique-Michelle Smith
4358,59,NON,394,Frederick D. Grant
4359,59,NON,5,WRITE-IN
4360,58,NON,68,Gerald Long Sazon Jr
4361,59,NON,26,Gerald Long Sazon Jr
4362,58,NON,110,James J Sydnor
4363,59,NON,26,James J Sydnor
4364,58,NON,39,Joseph Alfred
4365,59,NON,27,Joseph Alfred
4366,58,NON,173,"Douglas E. Smith, Sr"
4367,59,NON,120,"Douglas E. Smith, Sr"
4368,58,NON,14,WRITE-IN
4369,59,NON,10,WRITE-IN
4370,58,NON,290,Brenda K. Speaks
4371,58,NON,143,Blondine C. Hughes
4372,58,NON,19,WRITE-IN
4373,57,NON,50,Gloria D. Palmer
4374,59,NON,163,Gloria D. Palmer
4375,64,NON,354,Gloria D. Palmer
4376,57,NON,3,WRITE-IN
4377,59,NON,20,WRITE-IN
4378,64,NON,14,WRITE-IN
4379,63,NON,131,Judi Jones
4380,64,NON,470,Judi Jones
4381,63,NON,6,WRITE-IN
4382,64,NON,11,WRITE-IN
4383,57,NON,75,Yvonne A. Jefferson
4384,64,NON,59,Yvonne A. Jefferson
4385,65,NON,413,Yvonne A. Jefferson
4386,57,NON,4,WRITE-IN
4387,64,NON,1,WRITE-IN
4388,65,NON,10,WRITE-IN
4389,65,,0,NO CANDIDATE FILED
4390,65,NON,75,WRITE-IN
4391,54,NON,403,Michael Yates
4392,54,NON,19,WRITE-IN
4393,48,NON,89,Janet M. Myers
4394,54,NON,385,Janet M. Myers
4395,48,NON,7,WRITE-IN
4396,54,NON,19,WRITE-IN
4397,48,,0,NO CANDIDATE FILED
4398,48,NON,164,WRITE-IN
4399,47,NON,193,Steve Leraris
4400,47,NON,8,WRITE-IN
4401,47,NON,142,Joseph Vaughan
4402,48,NON,58,Joseph Vaughan
4403,49,NON,22,Joseph Vaughan
4404,47,NON,49,T. Tabron
4405,48,NON,29,T. Tabron
4406,49,NON,12,T. Tabron
4407,47,NON,9,WRITE-IN
4408,48,NON,7,WRITE-IN
4409,49,NON,2,WRITE-IN
4410,47,NON,181,David Tumblin
4411,49,NON,122,David Tumblin
4412,47,NON,3,WRITE-IN
4413,49,NON,5,WRITE-IN
4414,45,NON,32,Shanel Anthony
4415,46,NON,290,Shanel Anthony
4416,47,NON,15,Shanel Anthony
4417,48,NON,33,Shanel Anthony
4418,45,NON,0,WRITE-IN
4419,46,NON,7,WRITE-IN
4420,47,NON,3,WRITE-IN
4421,48,NON,1,WRITE-IN
4422,45,NON,150,Jeff Green
4423,49,NON,19,Jeff Green
4424,45,NON,208,Timothy A. Jones
4425,49,NON,37,Timothy A. Jones
4426,45,NON,9,WRITE-IN
4427,49,NON,0,WRITE-IN
4428,46,NON,279,Joseph Martin
4429,55,NON,102,Joseph Martin
4430,46,NON,9,WRITE-IN
4431,55,NON,11,WRITE-IN
4432,45,NON,267,Robert H. Mandle
4433,46,NON,162,Robert H. Mandle
4434,45,NON,12,WRITE-IN
4435,46,NON,8,WRITE-IN
4436,56,,0,NO CANDIDATE FILED
4437,56,NON,54,WRITE-IN
4438,56,,0,NO CANDIDATE FILED
4439,57,,0,NO CANDIDATE FILED
4440,56,NON,11,WRITE-IN
4441,57,NON,48,WRITE-IN
4442,55,NON,148,Lisa Colbert
4443,56,NON,289,Lisa Colbert
4444,57,NON,25,Lisa Colbert
4445,55,NON,9,WRITE-IN
4446,56,NON,20,WRITE-IN
4447,57,NON,0,WRITE-IN
4448,55,,0,NO CANDIDATE FILED
4449,56,,0,NO CANDIDATE FILED
4450,55,NON,14,WRITE-IN
4451,56,NON,93,WRITE-IN
4452,55,,0,NO CANDIDATE FILED
4453,57,,0,NO CANDIDATE FILED
4454,55,NON,21,WRITE-IN
4455,57,NON,38,WRITE-IN
4456,46,NON,53,Bill Quirk
4457,55,NON,254,Bill Quirk
4458,46,NON,2,WRITE-IN
4459,55,NON,22,WRITE-IN
4460,44,NON,260,Sandi Washington
4461,66,NON,87,Sandi Washington
4462,44,NON,10,WRITE-IN
4463,66,NON,8,WRITE-IN
4464,66,NON,684,Patricia Ann Roberts
4465,66,NON,14,WRITE-IN
4466,66,NON,553,Angel Sherri Alston
4467,66,NON,190,Antonio Baxter
4468,66,NON,9,WRITE-IN
4469,66,NON,353,Herman (Rip) Preston
4470,67,NON,223,Herman (Rip) Preston
4471,66,NON,15,WRITE-IN
4472,67,NON,5,WRITE-IN
4473,67,,0,NO CANDIDATE FILED
4474,67,NON,137,WRITE-IN
4475,68,NON,462,"John J. Feely, Jr."
4476,68,NON,17,WRITE-IN
4477,68,NON,26,John Daggett
4478,70,NON,3,John Daggett
4479,73,NON,163,John Daggett
4480,68,NON,29,Carolyn C. Steptoe
4481,70,NON,19,Carolyn C. Steptoe
4482,73,NON,324,Carolyn C. Steptoe
4483,68,NON,2,WRITE-IN
4484,70,NON,1,WRITE-IN
4485,73,NON,2,WRITE-IN
4486,66,NON,1,Timothy Thomas
4487,67,NON,440,Timothy Thomas
4488,68,NON,236,Timothy Thomas
4489,66,NON,0,WRITE-IN
4490,67,NON,10,WRITE-IN
4491,68,NON,14,WRITE-IN
4492,69,NON,735,Shirley Rivens Smith
4493,69,NON,22,WRITE-IN
4494,69,NON,30,"Allen L. Tillman, Jr"
4495,70,NON,89,"Allen L. Tillman, Jr"
4496,71,NON,0,"Allen L. Tillman, Jr"
4497,69,NON,24,Jehan Ashley Carter
4498,70,NON,196,Jehan Ashley Carter
4499,71,NON,1,Jehan Ashley Carter
4500,69,NON,25,Corey Arnez Griffin
4501,70,NON,245,Corey Arnez Griffin
4502,71,NON,0,Corey Arnez Griffin
4503,69,NON,2,WRITE-IN
4504,70,NON,8,WRITE-IN
4505,71,NON,0,WRITE-IN
4506,69,,0,NO CANDIDATE FILED
4507,71,,0,NO CANDIDATE FILED
4508,69,NON,11,WRITE-IN
4509,71,NON,94,WRITE-IN
4510,139,NON,849,Robert Bob King
4511,139,NON,24,WRITE-IN
4512,72,NON,131,Mercile Banks
4513,72,NON,290,William C. Shelton
4514,72,NON,4,WRITE-IN
4515,71,NON,166,Patricia Brown-Daniels
4516,72,NON,223,Patricia Brown-Daniels
4517,71,NON,10,WRITE-IN
4518,72,NON,9,WRITE-IN
4519,72,NON,393,Regina James
4520,72,NON,14,WRITE-IN
4521,70,NON,25,Rayseen Woodland
4522,71,NON,20,Rayseen Woodland
4523,72,NON,32,Rayseen Woodland
4524,73,NON,154,Rayseen Woodland
4525,74,NON,24,Rayseen Woodland
4526,70,NON,39,Vaughn L. Bennett
4527,71,NON,33,Vaughn L. Bennett
4528,72,NON,38,Vaughn L. Bennett
4529,73,NON,171,Vaughn L. Bennett
4530,74,NON,67,Vaughn L. Bennett
4531,70,NON,3,WRITE-IN
4532,71,NON,0,WRITE-IN
4533,72,NON,1,WRITE-IN
4534,73,NON,7,WRITE-IN
4535,74,NON,2,WRITE-IN
4536,76,NON,130,Rosetta Davis
4537,78,NON,129,Rosetta Davis
4538,76,NON,8,WRITE-IN
4539,78,NON,8,WRITE-IN
4540,72,NON,0,George Jackson
4541,76,NON,2,George Jackson
4542,77,NON,86,George Jackson
4543,72,NON,0,Thalia Wiggins
4544,76,NON,0,Thalia Wiggins
4545,77,NON,90,Thalia Wiggins
4546,72,NON,0,WRITE-IN
4547,76,NON,0,WRITE-IN
4548,77,NON,5,WRITE-IN
4549,77,NON,79,David L. Hooper
4550,78,NON,104,David L. Hooper
4551,77,NON,43,Laura A. Casperson
4552,78,NON,30,Laura A. Casperson
4553,77,NON,79,Arthur Yarbrough
4554,78,NON,42,Arthur Yarbrough
4555,77,NON,1,WRITE-IN
4556,78,NON,1,WRITE-IN
4557,77,NON,123,Connell Wise
4558,77,NON,202,Tina Laskaris
4559,77,NON,12,WRITE-IN
4560,71,NON,164,Jacqueline Manning
4561,72,NON,153,Jacqueline Manning
4562,76,NON,56,Jacqueline Manning
4563,78,NON,0,Jacqueline Manning
4564,71,NON,2,WRITE-IN
4565,72,NON,3,WRITE-IN
4566,76,NON,2,WRITE-IN
4567,78,NON,0,WRITE-IN
4568,77,NON,5,India A. Henderson
4569,78,NON,192,India A. Henderson
4570,79,NON,4,India A. Henderson
4571,77,NON,3,Camille Jean-Esther Tucker
4572,78,NON,122,Camille Jean-Esther Tucker
4573,79,NON,3,Camille Jean-Esther Tucker
4574,77,NON,0,WRITE-IN
4575,78,NON,3,WRITE-IN
4576,79,NON,1,WRITE-IN
4577,78,NON,28,"William H. (Bill) Myers, Jr."
4578,79,NON,169,"William H. (Bill) Myers, Jr."
4579,78,NON,1,WRITE-IN
4580,79,NON,9,WRITE-IN
4581,78,,0,NO CANDIDATE FILED
4582,79,,0,NO CANDIDATE FILED
4583,78,NON,6,WRITE-IN
4584,79,NON,71,WRITE-IN
4585,19,NON,312,Bradley Ashton Thomas
4586,19,NON,153,Kimberly Tignor
4587,19,NON,11,WRITE-IN
4588,19,NON,64,Joyce Robinson-Paul
4589,75,NON,54,Joyce Robinson-Paul
4590,19,NON,70,Sylvia Pinkney
4591,75,NON,194,Sylvia Pinkney
4592,19,NON,3,WRITE-IN
4593,75,NON,9,WRITE-IN
4594,19,NON,435,W. Hugh Youngblood
4595,75,NON,5,W. Hugh Youngblood
4596,19,NON,37,WRITE-IN
4597,75,NON,0,WRITE-IN
4598,135,NON,625,John Salatti
4599,135,NON,23,WRITE-IN
4600,75,NON,155,Denise L. Wright
4601,75,NON,165,Timothy (Tim) Clark
4602,75,NON,11,WRITE-IN
4603,74,NON,113,Mary Lois Farmer-Allen
4604,75,NON,140,Mary Lois Farmer-Allen
4605,74,NON,81,Darin Allen
4606,75,NON,109,Darin Allen
4607,74,NON,21,WRITE-IN
4608,75,NON,0,WRITE-IN
4609,44,NON,10,Barrie Daneker
4610,74,NON,15,Barrie Daneker
4611,135,NON,138,Barrie Daneker
4612,44,NON,15,James J. Fournier
4613,74,NON,45,James J. Fournier
4614,135,NON,212,James J. Fournier
4615,44,NON,1,WRITE-IN
4616,74,NON,0,WRITE-IN
4617,135,NON,6,WRITE-IN
4618,74,NON,275,J. Jioni Palmer
4619,74,NON,68,WRITE-IN
4620,73,NON,0,Silas Grant Jr.
4621,74,NON,396,Silas Grant Jr.
4622,73,NON,0,WRITE-IN
4623,74,NON,19,WRITE-IN
4624,44,,0,NO CANDIDATE FILED
4625,68,,0,NO CANDIDATE FILED
4626,74,,0,NO CANDIDATE FILED
4627,44,NON,0,WRITE-IN
4628,68,NON,1,WRITE-IN
4629,74,NON,4,WRITE-IN
4630,44,NON,189,Ronnie Edwards
4631,44,NON,3,WRITE-IN
4632,44,NON,169,Derrick O. Holloway
4633,44,NON,219,Albrette (Gigi) Ransom
4634,44,NON,5,WRITE-IN
4635,82,NON,71,Lawrence Russell
4636,83,NON,47,Lawrence Russell
4637,82,NON,95,Angelia Rice
4638,83,NON,75,Angelia Rice
4639,82,NON,172,Adam C. Healy
4640,83,NON,116,Adam C. Healy
4641,82,NON,1,WRITE-IN
4642,83,NON,1,WRITE-IN
4643,82,NON,423,Drew Ronneberg
4644,85,NON,43,Drew Ronneberg
4645,82,NON,31,WRITE-IN
4646,85,NON,3,WRITE-IN
4647,82,NON,2,David Holmes
4648,85,NON,541,David Holmes
4649,86,NON,36,David Holmes
4650,82,NON,0,WRITE-IN
4651,85,NON,13,WRITE-IN
4652,86,NON,3,WRITE-IN
4653,86,NON,530,Nick Alberti
4654,86,NON,32,WRITE-IN
4655,81,NON,197,William R. Mohring
4656,85,NON,65,William R. Mohring
4657,86,NON,3,William R. Mohring
4658,81,NON,246,Sharee Lawler
4659,85,NON,66,Sharee Lawler
4660,86,NON,4,Sharee Lawler
4661,81,NON,14,WRITE-IN
4662,85,NON,8,WRITE-IN
4663,86,NON,1,WRITE-IN
4664,81,NON,375,Andrew J. Hysell
4665,82,NON,96,Andrew J. Hysell
4666,81,NON,33,WRITE-IN
4667,82,NON,12,WRITE-IN
4668,81,NON,187,Gladys Ann Mack
4669,81,NON,149,Necothia (Nikki) Bowens
4670,81,NON,0,WRITE-IN
4671,81,NON,179,Lia Veenendaal-Selck
4672,86,NON,125,Lia Veenendaal-Selck
4673,81,NON,19,WRITE-IN
4674,86,NON,8,WRITE-IN
4675,89,NON,128,Dave Garrison
4676,130,NON,237,Dave Garrison
4677,89,NON,11,WRITE-IN
4678,130,NON,14,WRITE-IN
